"","iphone","samsunggalaxy","sonyxperia","nokialumina","htcphone","ios","googleandroid","iphonecampos","samsungcampos","sonycampos","nokiacampos","htccampos","iphonecamneg","samsungcamneg","sonycamneg","nokiacamneg","htccamneg","iphonecamunc","samsungcamunc","sonycamunc","nokiacamunc","htccamunc","iphonedispos","samsungdispos","sonydispos","nokiadispos","htcdispos","iphonedisneg","samsungdisneg","sonydisneg","nokiadisneg","htcdisneg","iphonedisunc","samsungdisunc","sonydisunc","nokiadisunc","htcdisunc","iphoneperpos","samsungperpos","sonyperpos","nokiaperpos","htcperpos","iphoneperneg","samsungperneg","sonyperneg","nokiaperneg","htcperneg","iphoneperunc","samsungperunc","sonyperunc","nokiaperunc","htcperunc","iosperpos","googleperpos","iosperneg","googleperneg","iosperunc","googleperunc","iphonesentiment"
"sonyperpos",-0.00632668036811762,0.067489248495781,0.266141715635492,-0.00191867940649732,0.00481191845372305,-0.00409065770115176,0.000835653306900731,0.0139443738324922,0.0473952698448282,0.387310835622835,-0.00127866465288809,0.0133369849883372,0.0177907090494684,0.0377776797282265,0.501970001595944,-0.00134982291670409,0.0122902322402224,0.00932565330685706,0.0962822917416368,0.394546887136745,-0.00120021433042586,0.0264284339461275,0.011714803710547,0.0755028890806689,0.502487420521741,-0.0011398178555762,0.00896851032652551,0.00802810300432245,0.0640690239693877,0.370254251855881,-0.0012206630431612,0.0339514147719281,0.00515159572678349,0.0721588854925499,0.431924019526308,-0.000976897502005532,0.0395562542566244,0.0303379013371599,0.0679568359494725,1,-0.00139175986913567,0.0331398411405735,0.0289067106024431,0.0447320903191615,0.798516879868643,-0.00141993971507501,0.0101492440489319,0.0197639927529758,0.0536779029877322,0.735801793400603,-0.00128518441746705,0.0140733765962093,0.00575782188902387,0.00771193431133761,0.00573057278451718,0.00806959105102268,-0.00447270899910989,-0.00239191450848795,-0.0389127438438044
"nokiaperpos",-0.0105089285053179,0.00184619197647223,-0.00460602308671776,0.737457150374486,0.000454485187643011,0.00226059342956281,-0.00229994161845167,0.0211775526536477,0.0215811647750254,-0.00199791027873797,0.887449881303399,0.0128322394528864,0.0393376377753638,0.0235101641491083,-0.000891383210521601,0.822880558399752,0.0229281922063891,0.0114721000968661,0.0823707913829618,-0.00138860316457233,0.902765329888109,0.0248269422827029,0.0248343767910795,0.0827867403803993,-0.00110847404572303,0.859481666930372,0.00705036490950336,0.018659377762064,0.0481544338161601,-0.000467124316533651,0.879173652145603,0.0299734535075469,0.00234001195184038,0.091673805194314,-0.0010033696916331,0.815597667220513,0.0150968301987612,0.0287020601731561,0.0367672042254115,-0.00139175986913567,1,0.0346286811924471,0.0238734027637118,0.0376630853459417,-0.000687554519769837,0.957014381312238,0.0445128708320985,0.0143537816960225,0.0696745357724336,-0.000872989042695851,0.917333367819028,0.0163730196581767,0.0849480995073519,0.00205107558915906,0.0845291428581804,-0.000823862026398977,0.135942495131532,0.00314087474736272,-0.0415946125045
"htcperpos",0.0306212795670367,0.0882886777746227,0.00467681782603619,0.0391126464316075,0.0309092171287839,-0.0181673562694781,0.209414191586224,0.287084654966834,0.115131848905981,0.0213259276391556,0.0263959730485633,0.586175384310306,0.205400544545571,0.24217330686786,0.0227282673855548,0.0238671606942603,0.55067642946037,0.092072135662606,0.178769400564739,0.0291620375176015,0.026399653966957,0.652254312431029,0.125257981652925,0.276489556797399,0.0198549806203247,0.0239161991821632,0.170979970809122,0.100581679438562,0.346537661260646,0.00558614430318361,0.0280713662578594,0.575729023413712,0.0843215393823626,0.29091169880324,0.0300892146699779,0.0129402565224929,0.686133765829053,0.207538166045642,0.200799111423319,0.0331398411405735,0.0346286811924471,1,0.160466806003799,0.316889412391705,0.00594937208776483,0.037012990442292,0.715452925408711,0.141842551282914,0.299447474331085,0.02607583792566,0.020552687480543,0.849738745636711,-0.00280250818772922,0.380277622410213,-0.00276681187194235,0.358458298369803,-0.000188991655108636,0.368326651203785,-0.178427038192406
"iphoneperneg",0.0138631071156137,0.045962586064877,-0.0287742046944548,0.033735413578561,0.00428474659539937,-0.0125664930533085,0.212525141599394,0.151918628672409,0.112507526806894,0.006280324669102,0.0307357305540771,0.0743967792515254,0.308875213295092,0.259390474187426,0.0446710590945358,0.0326173058874277,0.246452247212543,0.113175497737891,0.164842311555086,0.014816198778516,0.0216551399220862,0.108741499230438,0.637768430158626,0.237293893358222,0.0057365246065544,0.0313060406670934,0.0468734958826749,0.640995103751848,0.319865180779602,0.00273434480147876,0.0334073207667403,0.303338367388746,0.564479457607527,0.231336930411099,0.0118804561615221,0.0105173289680805,0.201737691759897,0.794832452490166,0.188500748751184,0.0289067106024431,0.0238734027637118,0.160466806003799,1,0.316338872889596,0.0478523366925094,0.0211217177085981,0.292967979344116,0.759483719731495,0.246448012468419,0.0421564590880275,0.0153468013430327,0.140183946524875,0.247457091310748,0.345246653320458,0.28277886896898,0.348685318132013,0.255735698226118,0.296226848984665,-0.00480405801418506
"samsungperneg",0.11513004669296,0.303559905296085,-0.00193120004468564,0.017354031456066,0.017457471933277,-0.00716796311699184,0.558089938624285,0.0920300292389242,0.546669518983079,0.0341489117923012,0.0262075456083606,0.13338753560627,0.361394034368192,0.825420861522421,0.0724224540460718,0.0254366096550946,0.509565523923701,0.0550707261182207,0.684419167528631,0.0507382343676792,0.0488933544644523,0.174304894082562,0.142073015103592,0.808058426849471,0.0369525458562901,0.0658243628044449,0.0999581223182516,0.195391018477288,0.939467261722108,0.0142097171771667,0.0491333409460304,0.621285764978109,0.111568444735784,0.714524694336429,0.0570781705618347,0.0799512448781775,0.405688533637081,0.211484912860359,0.802014412290029,0.0447320903191615,0.0376630853459417,0.316889412391705,0.316338872889596,1,0.0315694807496719,0.0328111150740454,0.56115875439092,0.198159548679095,0.776166449527216,0.0608091432218028,0.0572036761732556,0.271244508687838,0.202892247045356,0.758411097815053,0.161560498903422,0.79636511283912,0.103157774323746,0.641228694849771,-0.138656977430783
"sonyperneg",-0.00362474402459139,0.00997679864360856,0.122406708851148,-0.000947862290889167,0.00111336489816121,-0.00290237601863603,0.00565657375597444,0.00703403005569897,0.0193656987808382,0.182829434938235,-0.0006316834396936,0.00372593318047319,0.020559519139136,0.0254632856044802,0.465422131792094,-0.000666836907609045,0.00880812225054809,0.0048663918379171,0.045955245064076,0.207180325661469,-0.000592927563063961,0.00945064348955559,0.00474385985084287,0.0387573271314049,0.16837758605522,-0.000563090613327193,0.00414254947533915,0.00722934656952011,0.040938292357051,0.107517897318761,-0.000603029596594638,0.0232962761811808,0.00292602611363732,0.0407484076072357,0.184528861254617,-0.00048260501524081,0.0200921009361863,0.0184788426097377,0.0244762828362754,0.798516879868643,-0.000687554519769837,0.00594937208776483,0.0478523366925094,0.0315694807496719,1,-0.000701475872778847,0.00800541297735328,0.015578927678589,0.0304915646139554,0.668018124989651,-0.000634904321185814,0.00629471284386212,3.96278730884553e-05,0.0105391294844726,9.86281485355596e-05,0.0121404798989447,-0.00220959905235884,-0.00118164898103814,-0.0308500902571821
"nokiaperneg",-0.0107809386584609,0.000481379794839189,-0.00469928416131489,0.736453120578502,0.000462392340075103,0.00232157592838237,-0.00322591700615547,0.0179871948596812,0.0186961477201489,-0.00203836323697022,0.835608472274079,0.0136732890368498,0.0382541064658061,0.0202724665574556,-0.000909431612478336,0.832205823909431,0.0255238343406461,0.00997257788365778,0.0722414229119683,-0.00141671909470964,0.86337973782753,0.0269248538693263,0.0189662661427665,0.0726593072086131,-0.00113091802368859,0.760352061704262,0.00750956292681638,0.0153174175519261,0.0420681849867758,-0.000476582479228494,0.821335268461454,0.0324488525552338,0.00149259155067542,0.0806200191004935,-0.00102368555499248,0.762443829422578,0.016102467109592,0.0215850635034078,0.0321147507645481,-0.00141993971507501,0.957014381312238,0.037012990442292,0.0211217177085981,0.0328111150740454,-0.000701475872778847,1,0.0489366502784304,0.0126138157327054,0.0612135668531976,-0.000890665006254981,0.905221761360964,0.0177330605433584,0.0795534757112127,0.000515482734043748,0.0798194109400667,-0.00160591143289593,0.128001600290125,0.00163512125765338,-0.04421938571808
"htcperneg",0.0759754477588915,0.178409743739516,-0.012082758237322,0.0500508027277599,0.0339417823316125,-0.0215760696041489,0.433411366689692,0.109391574660317,0.231171523716441,0.00901335709981599,0.0337746618289271,0.290333301601948,0.348535461697237,0.511629133846801,0.028101916045509,0.0318802035106474,0.756413279288306,0.0705246210487261,0.326658858064251,0.0186629296745441,0.0344217183714771,0.559357663372219,0.123985115878101,0.435057441826425,0.0165139802380988,0.0305980535608172,0.155595015968713,0.173659920418793,0.592740420649028,0.00711594321518454,0.0365017240702367,0.842868245558242,0.0954496804785885,0.41654722568782,0.0282706572965081,0.0166256551803273,0.677325871159132,0.182686003579042,0.323342889435764,0.0101492440489319,0.0445128708320985,0.715452925408711,0.292967979344116,0.56115875439092,0.00800541297735328,0.0489366502784304,1,0.184686247733565,0.436321785547865,0.0217050252281624,0.0268139759437263,0.659652103945342,-0.00358985400664302,0.628876476546994,-0.00252435370855849,0.638941032545684,0.000361593109161783,0.53990246009235,-0.209196045898535
"iphoneperunc",-0.01603742433682,-0.0173890375182376,-0.0282204762569942,0.0201971627970785,0.000194189763650802,-0.0154819149876403,0.0566763832142221,0.187259620458674,0.0318446754260748,0.00817617870442859,0.0215513806260686,0.0595770053515136,0.217579385348585,0.0698281207182646,0.0266791114025656,0.0188185220654587,0.0997311030908166,0.174433157654546,0.0749220255844579,0.0273592821868539,0.0166053057897619,0.113207079585804,0.665237522577258,0.208169962819605,0.0137922154491784,0.0182744228003407,0.0453585748262552,0.570044418368029,0.224776554930555,0.00353751943714184,0.0192250178568398,0.223625572922985,0.623929442922214,0.253310086755496,0.0246677277801576,0.00797387608453799,0.246904142795079,0.791827630243952,0.140337687949308,0.0197639927529758,0.0143537816960225,0.141842551282914,0.759483719731495,0.198159548679095,0.015578927678589,0.0126138157327054,0.184686247733565,1,0.256577184829806,0.0506531464696571,0.0125533394735682,0.171435625999169,0.166660487114256,0.242735416621463,0.179411117985583,0.196253825895485,0.181782879119867,0.297140009996257,0.0371998589547378
"samsungperunc",0.0468215363251429,0.184775056665627,0.00800786746658403,0.0352741222537972,0.0106435543732323,-0.00477034744227993,0.221725966774914,0.0401543697516683,0.487766616794078,0.0534363627178804,0.0492523324945667,0.0581551160433754,0.138709351503836,0.389305580947731,0.0847821713206229,0.0480734420027746,0.198497719809289,0.0339151595119215,0.602568833206553,0.0860877971391998,0.0889446222366834,0.10810255853128,0.157446323315817,0.898380775961562,0.0542203186496673,0.118563425277819,0.105644354323574,0.170623380436866,0.817377204739967,0.0193882136829622,0.0894173231844884,0.533674357223649,0.156926656007878,0.940304298587914,0.0918810679684089,0.14299747814803,0.538856906648823,0.198968038191465,0.777217462146173,0.0536779029877322,0.0696745357724336,0.299447474331085,0.246448012468419,0.776166449527216,0.0304915646139554,0.0612135668531976,0.436321785547865,0.256577184829806,1,0.091928290746134,0.103766993978069,0.346705087822643,0.102804452789449,0.616441880385856,0.0832177013056882,0.54150397915382,0.0538973132229374,0.739887459518769,-0.0579196162750586
"sonyperunc",-0.00304540061849205,0.0374818698349226,0.151675102466077,-0.00120350222438772,0.00501769982133855,-0.00483171423143047,-0.00413530374412377,0.0199870203414884,0.0578600356372088,0.378811803285561,-0.000802049445460034,0.0180805292705069,0.032569553878102,0.0608367348765892,0.604011691813439,-0.000846683858325529,0.0295743765560206,0.0252557289737043,0.152542428977666,0.567358008210965,-0.000752841048649448,0.0506250722723298,0.0276806457477126,0.111113001867689,0.340765980696325,-0.000714957027181033,0.0154512162005778,0.0238781722777954,0.108931612801877,0.112632668052047,-0.000765667616329025,0.0682515586314024,0.0228780568066939,0.129397099216378,0.476597305205962,-0.000612764338159434,0.0832745587895895,0.036379582834677,0.0578964260703721,0.735801793400603,-0.000872989042695851,0.02607583792566,0.0421564590880275,0.0608091432218028,0.668018124989651,-0.000890665006254981,0.0217050252281624,0.0506531464696571,0.091928290746134,1,-0.000806139003698218,0.0332332810516388,-0.00286112027299985,-0.00240474201306945,-0.00271099185313317,-0.0026432711369805,-0.00280553135205355,-0.00150034154833909,-0.0180840316661874
"nokiaperunc",-0.00970419643418628,0.00730521083003455,-0.0042533121042062,0.648441414464623,0.000112210497027381,0.00503024397951928,-0.00140660391909203,0.0148265303850058,0.0331966500648301,-0.00184491823242893,0.85829543668799,0.0104776961926442,0.0265498854202112,0.0365425460280662,-0.000823124619095081,0.788927150342522,0.0195176359656859,0.0090490536788756,0.12318138835153,-0.00128226944082107,0.958152061978403,0.0188022180861271,0.0123818671132304,0.123591393595185,-0.00102359149902391,0.836700278733175,0.00531689532644907,0.00972276092919845,0.0726698070881182,-0.000431353788783858,0.861816741896341,0.0235691135716683,0.00148528681631657,0.13621649056913,-0.00092653561957238,0.923934246554915,0.010654634267277,0.0152806435489723,0.0555070737109006,-0.00128518441746705,0.917333367819028,0.020552687480543,0.0153468013430327,0.0572036761732556,-0.000634904321185814,0.905221761360964,0.0268139759437263,0.0125533394735682,0.103766993978069,-0.000806139003698218,1,0.0123634535840097,0.0983364723114814,0.00318026475025203,0.0988591917526633,-0.000136563233345314,0.157713841890776,0.00418027157528441,-0.0361668072926425
"htcperunc",0.0114142609959359,0.0449278124971265,-0.00488804877213334,0.0237567172845648,0.0214481451617726,-0.011929587434083,0.109685141985585,0.0672830706019526,0.0613038311790207,0.0157814463865337,0.0172606280042965,0.25367780761858,0.11471573567367,0.122047958635109,0.0262898504478475,0.0162339356592219,0.425360578842105,0.0573974809626428,0.124516331422642,0.0319632466388867,0.0159489558176999,0.601513451369388,0.0918953795309386,0.285206316378744,0.0194072717538034,0.0144895061646739,0.135495011322022,0.0965139559095712,0.3170648216952,0.0066827985697797,0.0176389478593701,0.54976381904958,0.0927425695246231,0.344839417586416,0.0370091903155273,0.00732604634362779,0.7214065507071,0.123390017195397,0.189564961135277,0.0140733765962093,0.0163730196581767,0.849738745636711,0.140183946524875,0.271244508687838,0.00629471284386212,0.0177330605433584,0.659652103945342,0.171435625999169,0.346705087822643,0.0332332810516388,0.0123634535840097,1,0.000969401707542914,0.33302190173003,0.00067263896242184,0.280893140643839,0.00843700130553481,0.394551579132583,-0.114171252139791
"iosperpos",-0.0200593629206688,-0.00580167992366266,-0.0110092386966435,0.0307188668824002,-0.00292694651866705,0.11827832713418,-0.0167016725513641,-0.00399107591824237,0.102471443748529,-0.00311824553665071,0.103123291618187,-0.00612132405237299,-0.0122289703812984,0.110072740826042,-0.0012764663354932,0.0890019112605621,-0.0109343072765732,-0.00492045432086794,0.129012015878197,-0.000890275293923587,0.108424124540244,-0.00786647833004239,0.0202320632531264,0.118107288411337,0.0253918473217075,0.0795411340211055,-0.00114726456711181,0.0155572804436415,0.104504376373067,0.0302728027056647,0.0871799819597589,0.000258292187444068,0.0240551449650653,0.0786229291142265,0.0145998730202077,0.102036944915636,0.00643321299225332,0.210342600492074,0.274209203729341,0.00575782188902387,0.0849480995073519,-0.00280250818772922,0.247457091310748,0.202892247045356,3.96278730884553e-05,0.0795534757112127,-0.00358985400664302,0.166660487114256,0.102804452789449,-0.00286112027299985,0.0983364723114814,0.000969401707542914,1,-0.009712276572154,0.932382336137095,-0.010675648447119,0.9050794409131,-0.00605958227159819,-0.0157579782099628
"googleperpos",0.118008345122018,0.246046093150125,-0.00846730714528394,0.00651453742736633,0.0191864739292827,-0.0164015981348673,0.638580744566268,0.117901901408568,0.298281303734581,0.00667266587269936,0.0115643181535436,0.16314459168216,0.417185277097019,0.658643638682131,0.0209042210332777,0.00271878201415953,0.578324761329488,0.0769155083559822,0.417374610665029,-0.00382505645089941,0.00590913626053728,0.223305122810269,0.165575624906864,0.606458035178967,0.000158364734769991,-0.00242697255711892,0.118339702799815,0.218540632359501,0.808752966755052,0.000579546329891037,-0.00259911326423633,0.704117380626625,0.132862180727833,0.594372079555368,-0.00276388950388155,-0.00208007219476915,0.483030041112895,0.240266651680503,0.444302472149153,0.00771193431133761,0.00205107558915906,0.380277622410213,0.345246653320458,0.758411097815053,0.0105391294844726,0.000515482734043748,0.628876476546994,0.242735416621463,0.616441880385856,-0.00240474201306945,0.00318026475025203,0.33302190173003,-0.009712276572154,1,-0.00920265495685684,0.957409811645002,-0.00952357602025026,0.887032999086795,-0.137261490987205
"iosperneg",-0.0190810998068915,-0.00783935266286645,-0.0103227104068991,0.0327209185408713,-0.0027583564357368,0.112329768372251,-0.0158253040418229,-0.00705983991260173,0.0756948356378856,-0.00286326789867131,0.103540079850341,-0.00576050725947958,-0.0136415612926096,0.081293922102385,-0.00116567093552307,0.0903106208285887,-0.00987788928878453,-0.00870578400654212,0.0973546982487901,-0.000746049282803951,0.108897705481318,-0.00710226522797353,0.0152927175614618,0.092014412556609,0.0248326306394537,0.0794048652314657,-0.00101286314678797,0.0168629120449137,0.0819421328031969,0.0295314983344273,0.0869862824121836,0.0010729561538517,0.0236604973720665,0.0633413027601302,0.0143102866070049,0.102012081873518,0.00675163322603934,0.224650385135002,0.214228346628922,0.00573057278451718,0.0845291428581804,-0.00276681187194235,0.28277886896898,0.161560498903422,9.86281485355596e-05,0.0798194109400667,-0.00252435370855849,0.179411117985583,0.0832177013056882,-0.00271099185313317,0.0988591917526633,0.00067263896242184,0.932382336137095,-0.00920265495685684,1,-0.010115476878121,0.899818871209679,-0.00574162447021806,-0.0101793126469807
"googleperneg",0.138742359747009,0.290974533585016,-0.00856984679299192,0.000653467575630708,0.0207261367691321,-0.0180284915032987,0.716514774173009,0.124354761068203,0.357362406467834,0.00845455960386811,0.00394069076546225,0.177229614140008,0.468074693188544,0.794281952062083,0.0251264772859273,-0.00044501020673801,0.652644006749174,0.0748583656463254,0.476689970448994,-0.00420446819618629,0.00129881055321095,0.22757680307754,0.147022567367394,0.579951480494557,0.00170934897984394,-0.00266770675424255,0.109238882977727,0.213640440986456,0.826603930668734,0.00190652131501943,-0.00285692229593057,0.698362530715594,0.106083576003116,0.512731901390156,-0.00303804288015426,-0.00228639694627825,0.406568606389323,0.218847526522949,0.441229069943787,0.00806959105102268,-0.000823862026398977,0.358458298369803,0.348685318132013,0.79636511283912,0.0121404798989447,-0.00160591143289593,0.638941032545684,0.196253825895485,0.54150397915382,-0.0026432711369805,-0.000136563233345314,0.280893140643839,-0.010675648447119,0.957409811645002,-0.010115476878121,1,-0.010468230470609,0.756118478157519,-0.163919083701455
"iosperunc",-0.0203681181667747,-0.0153292775222742,-0.0148024105069682,0.0528866875801864,-0.00266622994886823,0.117034966758936,-0.0163771744993632,-0.00103709361709049,0.044889714542436,-0.00642069905972724,0.16518807838541,-0.00607858512737753,-0.0107487207978836,0.0470453604937998,-0.00286464482542627,0.143676178368404,-0.0101911802946419,-0.00133645934914991,0.0576123257830392,-0.00446256427427547,0.173503560219723,-0.00518641373965123,0.0247667615701861,0.0572875967921907,-0.00356231125033385,0.127263647595568,0.000578620393339068,0.0182216459947167,0.0507296080845585,-0.0015012008756659,0.139409591392263,0.00981651954379798,0.0301070415248082,0.039950862680305,-0.00322453660916993,0.162689831247871,0.0196765106166374,0.211809269159982,0.137056665599702,-0.00447270899910989,0.135942495131532,-0.000188991655108636,0.255735698226118,0.103157774323746,-0.00220959905235884,0.128001600290125,0.000361593109161783,0.181782879119867,0.0538973132229374,-0.00280553135205355,0.157713841890776,0.00843700130553481,0.9050794409131,-0.00952357602025026,0.899818871209679,-0.010468230470609,1,-0.00594185019195015,-0.0117874279804776
"googleperunc",0.0678592346670962,0.142251763317058,-0.0079160304100396,0.00799876139795112,0.0133049541410632,-0.0102331139919214,0.371998470151108,0.0730039140995017,0.159171496270879,-0.0034336602803028,0.0125178480748865,0.10003108459756,0.241002512509673,0.342119638111694,-0.00153195424092326,0.00377214729946818,0.333727388732903,0.0581386691298945,0.269431512273673,-0.00238648931437832,0.00682854077986491,0.162430755704027,0.179686303338056,0.63610314914503,-0.00190505216528039,-0.00151421139745318,0.124018219156226,0.204416263834117,0.735526146624898,-0.000802811932404873,-0.00162161163150951,0.64317436748304,0.172276044798066,0.73845650524834,-0.00172441710385339,-0.00129777694255592,0.593493504269935,0.237625431018638,0.427542257208844,-0.00239191450848795,0.00314087474736272,0.368326651203785,0.296226848984665,0.641228694849771,-0.00118164898103814,0.00163512125765338,0.53990246009235,0.297140009996257,0.739887459518769,-0.00150034154833909,0.00418027157528441,0.394551579132583,-0.00605958227159819,0.887032999086795,-0.00574162447021806,0.756118478157519,-0.00594185019195015,1,-0.070284159297604
"iphonesentiment",0.0148586541503065,-0.359172760364559,-0.233169879664462,-0.0559617692124942,-0.0512848681883097,0.00165641745562593,-0.189142049910485,-0.0297312168314041,-0.112743310994937,-0.0906650896386654,-0.0333745609027729,-0.120434115416741,-0.0839631390702271,-0.185988856949196,-0.0248264033420153,-0.0330694691454369,-0.222972178228517,0.00144348478162605,-0.138045912198857,-0.050326853652435,-0.0315497295041816,-0.148881468172512,0.0145468235286553,-0.0992620589457874,-0.038635302804585,-0.0259223779848846,-0.0604057929008925,0.00314490536998923,-0.13996472074515,-0.0199561100072817,-0.0287585883315796,-0.19272726671685,0.0271727228898727,-0.0595482671240417,-0.0321371542845916,-0.0239719883700952,-0.132952797115008,0.0296378998759708,-0.0810631851993509,-0.0389127438438044,-0.0415946125045,-0.178427038192406,-0.00480405801418506,-0.138656977430783,-0.0308500902571821,-0.04421938571808,-0.209196045898535,0.0371998589547378,-0.0579196162750586,-0.0180840316661874,-0.0361668072926425,-0.114171252139791,-0.0157579782099628,-0.137261490987205,-0.0101793126469807,-0.163919083701455,-0.0117874279804776,-0.070284159297604,1
